date,region,store,category,promo,units
2024-06-24,Hawalli,Jabriya,Snacks,0,92
2024-07-01,Hawalli,Jabriya,Snacks,0,84
2024-07-08,Hawalli,Jabriya,Snacks,0,92
2024-07-15,Hawalli,Jabriya,Snacks,0,95
2024-07-22,Hawalli,Jabriya,Snacks,0,88
2024-07-29,Hawalli,Jabriya,Snacks,0,80
2024-08-05,Hawalli,Jabriya,Snacks,0,85
2024-08-12,Hawalli,Jabriya,Snacks,0,80
2024-08-19,Hawalli,Jabriya,Snacks,1,98
2024-08-26,Hawalli,Jabriya,Snacks,0,70
2024-09-02,Hawalli,Jabriya,Snacks,0,78
2024-09-09,Hawalli,Jabriya,Snacks,0,75
2024-09-16,Hawalli,Jabriya,Snacks,0,83
2024-09-23,Hawalli,Jabriya,Snacks,0,70
2024-09-30,Hawalli,Jabriya,Snacks,1,97
2024-10-07,Hawalli,Jabriya,Snacks,0,77
2024-10-14,Hawalli,Jabriya,Snacks,0,71
2024-10-21,Hawalli,Jabriya,Snacks,0,73
2024-10-28,Hawalli,Jabriya,Snacks,0,75
2024-11-04,Hawalli,Jabriya,Snacks,0,81
2024-11-11,Hawalli,Jabriya,Snacks,1,119
2024-11-18,Hawalli,Jabriya,Snacks,1,111
2024-11-25,Hawalli,Jabriya,Snacks,0,73
2024-12-02,Hawalli,Jabriya,Snacks,0,80
2024-12-09,Hawalli,Jabriya,Snacks,0,89
2024-12-16,Hawalli,Jabriya,Snacks,0,97
2024-12-23,Hawalli,Jabriya,Snacks,1,125
2024-12-30,Hawalli,Jabriya,Snacks,0,103
2025-01-06,Hawalli,Jabriya,Snacks,0,93
2025-01-13,Hawalli,Jabriya,Snacks,1,165
2025-01-20,Hawalli,Jabriya,Snacks,0,103
2025-01-27,Hawalli,Jabriya,Snacks,1,122
2025-02-03,Hawalli,Jabriya,Snacks,0,111
2025-02-10,Hawalli,Jabriya,Snacks,0,131
2025-02-17,Hawalli,Jabriya,Snacks,0,105
2025-02-24,Hawalli,Jabriya,Snacks,0,123
2025-03-03,Hawalli,Jabriya,Snacks,0,123
2025-03-10,Hawalli,Jabriya,Snacks,1,257
2025-03-17,Hawalli,Jabriya,Snacks,0,180
2025-03-24,Hawalli,Jabriya,Snacks,0,189
2025-03-31,Hawalli,Jabriya,Snacks,0,181
2025-04-07,Hawalli,Jabriya,Snacks,0,127
2025-04-14,Hawalli,Jabriya,Snacks,0,112
2025-04-21,Hawalli,Jabriya,Snacks,0,109
2025-04-28,Hawalli,Jabriya,Snacks,1,159
2025-05-05,Hawalli,Jabriya,Snacks,0,119
2025-05-12,Hawalli,Jabriya,Snacks,0,119
2025-05-19,Hawalli,Jabriya,Snacks,0,129
2025-05-26,Hawalli,Jabriya,Snacks,0,101
2025-06-02,Hawalli,Jabriya,Snacks,0,111
2025-06-09,Hawalli,Jabriya,Snacks,0,121
2025-06-16,Hawalli,Jabriya,Snacks,0,95
2025-06-23,Hawalli,Jabriya,Snacks,0,96
2025-06-30,Hawalli,Jabriya,Snacks,0,86
2025-07-07,Hawalli,Jabriya,Snacks,0,105
2025-07-14,Hawalli,Jabriya,Snacks,0,101
2025-07-21,Hawalli,Jabriya,Snacks,0,82
2025-07-28,Hawalli,Jabriya,Snacks,0,102
2025-08-04,Hawalli,Jabriya,Snacks,0,86
2025-08-11,Hawalli,Jabriya,Snacks,0,85
2025-08-18,Hawalli,Jabriya,Snacks,0,90
2025-08-25,Hawalli,Jabriya,Snacks,0,91
2025-09-01,Hawalli,Jabriya,Snacks,0,76
2025-09-08,Hawalli,Jabriya,Snacks,0,84
2025-09-15,Hawalli,Jabriya,Snacks,1,106
2025-09-22,Hawalli,Jabriya,Snacks,0,92
2025-09-29,Hawalli,Jabriya,Snacks,0,76
2025-10-06,Hawalli,Jabriya,Snacks,1,120
2025-10-13,Hawalli,Jabriya,Snacks,0,69
2025-10-20,Hawalli,Jabriya,Snacks,1,114
2025-10-27,Hawalli,Jabriya,Snacks,0,96
2025-11-03,Hawalli,Jabriya,Snacks,0,92
2025-11-10,Hawalli,Jabriya,Snacks,0,99
2025-11-17,Hawalli,Jabriya,Snacks,0,99
2025-11-24,Hawalli,Jabriya,Snacks,1,105
2025-12-01,Hawalli,Jabriya,Snacks,0,90
2025-12-08,Hawalli,Jabriya,Snacks,0,109
2025-12-15,Hawalli,Jabriya,Snacks,0,103
2025-12-22,Hawalli,Jabriya,Snacks,0,103
2024-01-01,Ahmadi,Fahaheel,Dairy,0,158
2024-01-08,Ahmadi,Fahaheel,Dairy,0,152
2024-01-15,Ahmadi,Fahaheel,Dairy,0,151
2024-01-22,Ahmadi,Fahaheel,Dairy,0,172
2024-01-29,Ahmadi,Fahaheel,Dairy,0,158
2024-02-05,Ahmadi,Fahaheel,Dairy,0,199
2024-02-12,Ahmadi,Fahaheel,Dairy,0,164
2024-02-19,Ahmadi,Fahaheel,Dairy,0,170
2024-02-26,Ahmadi,Fahaheel,Dairy,0,193
2024-03-04,Ahmadi,Fahaheel,Dairy,0,157
2024-03-11,Ahmadi,Fahaheel,Dairy,0,275
2024-03-18,Ahmadi,Fahaheel,Dairy,0,293
2024-03-25,Ahmadi,Fahaheel,Dairy,0,274
2024-04-01,Ahmadi,Fahaheel,Dairy,1,396
2024-04-08,Ahmadi,Fahaheel,Dairy,0,191
2024-04-15,Ahmadi,Fahaheel,Dairy,0,194
2024-04-22,Ahmadi,Fahaheel,Dairy,0,209
2024-04-29,Ahmadi,Fahaheel,Dairy,1,251
2024-05-06,Ahmadi,Fahaheel,Dairy,0,172
2024-05-13,Ahmadi,Fahaheel,Dairy,0,169
2024-05-20,Ahmadi,Fahaheel,Dairy,0,172
2024-05-27,Ahmadi,Fahaheel,Dairy,0,185
2024-06-03,Ahmadi,Fahaheel,Dairy,0,149
2024-06-10,Ahmadi,Fahaheel,Dairy,0,174
2024-06-17,Ahmadi,Fahaheel,Dairy,0,187
2024-06-24,Ahmadi,Fahaheel,Dairy,0,157
2024-07-01,Ahmadi,Fahaheel,Dairy,1,191
2024-07-08,Ahmadi,Fahaheel,Dairy,0,170
2024-07-15,Ahmadi,Fahaheel,Dairy,1,199
2024-07-22,Ahmadi,Fahaheel,Dairy,0,183
2024-07-29,Ahmadi,Fahaheel,Dairy,0,146
2024-08-05,Ahmadi,Fahaheel,Dairy,0,145
2024-08-12,Ahmadi,Fahaheel,Dairy,0,146
2024-08-19,Ahmadi,Fahaheel,Dairy,0,143
2024-08-26,Ahmadi,Fahaheel,Dairy,0,148
2024-09-02,Ahmadi,Fahaheel,Dairy,0,137
2024-09-09,Ahmadi,Fahaheel,Dairy,0,130
2024-09-16,Ahmadi,Fahaheel,Dairy,0,126
2024-09-23,Ahmadi,Fahaheel,Dairy,0,120
2024-09-30,Ahmadi,Fahaheel,Dairy,0,155
2024-10-07,Ahmadi,Fahaheel,Dairy,1,176
2024-10-14,Ahmadi,Fahaheel,Dairy,0,147
2024-10-21,Ahmadi,Fahaheel,Dairy,0,134
2024-10-28,Ahmadi,Fahaheel,Dairy,1,178
2024-11-04,Ahmadi,Fahaheel,Dairy,0,146
2024-11-11,Ahmadi,Fahaheel,Dairy,0,148
2024-11-18,Ahmadi,Fahaheel,Dairy,1,206
2024-11-25,Ahmadi,Fahaheel,Dairy,0,162
2024-12-02,Ahmadi,Fahaheel,Dairy,0,161
2024-12-09,Ahmadi,Fahaheel,Dairy,0,160
2024-12-16,Ahmadi,Fahaheel,Dairy,1,228
2024-12-23,Ahmadi,Fahaheel,Dairy,0,171
2024-12-30,Ahmadi,Fahaheel,Dairy,0,190
2025-01-06,Ahmadi,Fahaheel,Dairy,0,160
2025-01-13,Ahmadi,Fahaheel,Dairy,0,208
2025-01-20,Ahmadi,Fahaheel,Dairy,0,187
2025-01-27,Ahmadi,Fahaheel,Dairy,0,159
2025-02-03,Ahmadi,Fahaheel,Dairy,0,206
2025-02-10,Ahmadi,Fahaheel,Dairy,1,280
2025-02-17,Ahmadi,Fahaheel,Dairy,0,202
2025-02-24,Ahmadi,Fahaheel,Dairy,0,212
2025-03-03,Ahmadi,Fahaheel,Dairy,1,279
2025-03-10,Ahmadi,Fahaheel,Dairy,0,288
2025-03-17,Ahmadi,Fahaheel,Dairy,0,348
2025-03-24,Ahmadi,Fahaheel,Dairy,0,284
2025-03-31,Ahmadi,Fahaheel,Dairy,0,299
2025-04-07,Ahmadi,Fahaheel,Dairy,0,169
2025-04-14,Ahmadi,Fahaheel,Dairy,0,228
2025-04-21,Ahmadi,Fahaheel,Dairy,0,201
2025-04-28,Ahmadi,Fahaheel,Dairy,0,242
2025-05-05,Ahmadi,Fahaheel,Dairy,0,180
2025-05-12,Ahmadi,Fahaheel,Dairy,0,235
2025-05-19,Ahmadi,Fahaheel,Dairy,0,163
2025-05-26,Ahmadi,Fahaheel,Dairy,0,197
2025-06-02,Ahmadi,Fahaheel,Dairy,0,196
2025-06-09,Ahmadi,Fahaheel,Dairy,0,185
2025-06-16,Ahmadi,Fahaheel,Dairy,0,213
2025-06-23,Ahmadi,Fahaheel,Dairy,0,169
2025-06-30,Ahmadi,Fahaheel,Dairy,0,174
2025-07-07,Ahmadi,Fahaheel,Dairy,0,176
2025-07-14,Ahmadi,Fahaheel,Dairy,0,170
2025-07-21,Ahmadi,Fahaheel,Dairy,1,211
2025-07-28,Ahmadi,Fahaheel,Dairy,1,218
2025-08-04,Ahmadi,Fahaheel,Dairy,0,155
2025-08-11,Ahmadi,Fahaheel,Dairy,1,226
2025-08-18,Ahmadi,Fahaheel,Dairy,1,184
2025-08-25,Ahmadi,Fahaheel,Dairy,1,193
2025-09-01,Ahmadi,Fahaheel,Dairy,0,153
2025-09-08,Ahmadi,Fahaheel,Dairy,0,152
2025-09-15,Ahmadi,Fahaheel,Dairy,0,162
2025-09-22,Ahmadi,Fahaheel,Dairy,0,136
2025-09-29,Ahmadi,Fahaheel,Dairy,1,202
2025-10-06,Ahmadi,Fahaheel,Dairy,0,143
2025-10-13,Ahmadi,Fahaheel,Dairy,0,121
2025-10-20,Ahmadi,Fahaheel,Dairy,0,157
2025-10-27,Ahmadi,Fahaheel,Dairy,0,132
2025-11-03,Ahmadi,Fahaheel,Dairy,0,145
2025-11-10,Ahmadi,Fahaheel,Dairy,0,162
2025-11-17,Ahmadi,Fahaheel,Dairy,0,151
2025-11-24,Ahmadi,Fahaheel,Dairy,0,150
2025-12-01,Ahmadi,Fahaheel,Dairy,0,175
2025-12-08,Ahmadi,Fahaheel,Dairy,0,187
2025-12-15,Ahmadi,Fahaheel,Dairy,0,168
2025-12-22,Ahmadi,Fahaheel,Dairy,0,177
2024-01-01,Ahmadi,Fahaheel,Bakery,0,118
2024-01-08,Ahmadi,Fahaheel,Bakery,0,119
2024-01-15,Ahmadi,Fahaheel,Bakery,0,118
2024-01-22,Ahmadi,Fahaheel,Bakery,0,144
2024-01-29,Ahmadi,Fahaheel,Bakery,0,124
2024-02-05,Ahmadi,Fahaheel,Bakery,1,156
2024-02-12,Ahmadi,Fahaheel,Bakery,0,128
2024-02-19,Ahmadi,Fahaheel,Bakery,1,182
2024-02-26,Ahmadi,Fahaheel,Bakery,0,129
2024-03-04,Ahmadi,Fahaheel,Bakery,0,128
2024-03-11,Ahmadi,Fahaheel,Bakery,0,178
2024-03-18,Ahmadi,Fahaheel,Bakery,0,244
2024-03-25,Ahmadi,Fahaheel,Bakery,0,218
2024-04-01,Ahmadi,Fahaheel,Bakery,0,187
2024-04-08,Ahmadi,Fahaheel,Bakery,0,150
2024-04-15,Ahmadi,Fahaheel,Bakery,0,149
2024-04-22,Ahmadi,Fahaheel,Bakery,0,158
2024-04-29,Ahmadi,Fahaheel,Bakery,0,130
2024-05-06,Ahmadi,Fahaheel,Bakery,0,155
2024-05-13,Ahmadi,Fahaheel,Bakery,0,149
2024-05-20,Ahmadi,Fahaheel,Bakery,0,123
2024-05-27,Ahmadi,Fahaheel,Bakery,0,137
2024-06-03,Ahmadi,Fahaheel,Bakery,0,135
2024-06-10,Ahmadi,Fahaheel,Bakery,0,133
2024-06-17,Ahmadi,Fahaheel,Bakery,0,103
2024-06-24,Ahmadi,Fahaheel,Bakery,0,127
2024-07-01,Ahmadi,Fahaheel,Bakery,0,117
2024-07-08,Ahmadi,Fahaheel,Bakery,0,126
2024-07-15,Ahmadi,Fahaheel,Bakery,0,117
2024-07-22,Ahmadi,Fahaheel,Bakery,0,107
2024-07-29,Ahmadi,Fahaheel,Bakery,0,100
2024-08-05,Ahmadi,Fahaheel,Bakery,0,104
2024-08-12,Ahmadi,Fahaheel,Bakery,1,139
2024-08-19,Ahmadi,Fahaheel,Bakery,0,102
2024-08-26,Ahmadi,Fahaheel,Bakery,0,89
2024-09-02,Ahmadi,Fahaheel,Bakery,0,113
2024-09-09,Ahmadi,Fahaheel,Bakery,0,105
2024-09-16,Ahmadi,Fahaheel,Bakery,0,98
2024-09-23,Ahmadi,Fahaheel,Bakery,1,128
2024-09-30,Ahmadi,Fahaheel,Bakery,0,102
2024-10-07,Ahmadi,Fahaheel,Bakery,0,99
2024-10-14,Ahmadi,Fahaheel,Bakery,0,96
2024-10-21,Ahmadi,Fahaheel,Bakery,0,109
2024-10-28,Ahmadi,Fahaheel,Bakery,0,100
2024-11-04,Ahmadi,Fahaheel,Bakery,0,100
2024-11-11,Ahmadi,Fahaheel,Bakery,0,106
2024-11-18,Ahmadi,Fahaheel,Bakery,0,107
2024-11-25,Ahmadi,Fahaheel,Bakery,0,112
2024-12-02,Ahmadi,Fahaheel,Bakery,0,147
2024-12-09,Ahmadi,Fahaheel,Bakery,0,112
2024-12-16,Ahmadi,Fahaheel,Bakery,0,125
2024-12-23,Ahmadi,Fahaheel,Bakery,0,133
2024-12-30,Ahmadi,Fahaheel,Bakery,0,112
2025-01-06,Ahmadi,Fahaheel,Bakery,0,128
2025-01-13,Ahmadi,Fahaheel,Bakery,0,118
2025-01-20,Ahmadi,Fahaheel,Bakery,0,130
2025-01-27,Ahmadi,Fahaheel,Bakery,0,124
2025-02-03,Ahmadi,Fahaheel,Bakery,0,147
2025-02-10,Ahmadi,Fahaheel,Bakery,1,183
2025-02-17,Ahmadi,Fahaheel,Bakery,0,164
2025-02-24,Ahmadi,Fahaheel,Bakery,1,194
2025-03-03,Ahmadi,Fahaheel,Bakery,0,150
2025-03-10,Ahmadi,Fahaheel,Bakery,0,216
2025-03-17,Ahmadi,Fahaheel,Bakery,0,213
2025-03-24,Ahmadi,Fahaheel,Bakery,1,327
2025-03-31,Ahmadi,Fahaheel,Bakery,0,205
2025-04-07,Ahmadi,Fahaheel,Bakery,0,176
2025-04-14,Ahmadi,Fahaheel,Bakery,0,157
2025-04-21,Ahmadi,Fahaheel,Bakery,1,184
2025-04-28,Ahmadi,Fahaheel,Bakery,0,159
2025-05-05,Ahmadi,Fahaheel,Bakery,0,148
2025-05-12,Ahmadi,Fahaheel,Bakery,0,145
2025-05-19,Ahmadi,Fahaheel,Bakery,0,168
2025-05-26,Ahmadi,Fahaheel,Bakery,0,157
2025-06-02,Ahmadi,Fahaheel,Bakery,1,145
2025-06-09,Ahmadi,Fahaheel,Bakery,0,141
2025-06-16,Ahmadi,Fahaheel,Bakery,1,179
2025-06-23,Ahmadi,Fahaheel,Bakery,1,171
2025-06-30,Ahmadi,Fahaheel,Bakery,0,152
2025-07-07,Ahmadi,Fahaheel,Bakery,0,121
2025-07-14,Ahmadi,Fahaheel,Bakery,0,118
2025-07-21,Ahmadi,Fahaheel,Bakery,0,126
2025-07-28,Ahmadi,Fahaheel,Bakery,1,173
2025-08-04,Ahmadi,Fahaheel,Bakery,0,104
2025-08-11,Ahmadi,Fahaheel,Bakery,0,114
2025-08-18,Ahmadi,Fahaheel,Bakery,0,110
2025-08-25,Ahmadi,Fahaheel,Bakery,0,117
2025-09-01,Ahmadi,Fahaheel,Bakery,0,131
2025-09-08,Ahmadi,Fahaheel,Bakery,0,116
2025-09-15,Ahmadi,Fahaheel,Bakery,0,103
2025-09-22,Ahmadi,Fahaheel,Bakery,1,130
2025-09-29,Ahmadi,Fahaheel,Bakery,1,108
2025-10-06,Ahmadi,Fahaheel,Bakery,0,108
2025-10-13,Ahmadi,Fahaheel,Bakery,0,117
2025-10-20,Ahmadi,Fahaheel,Bakery,0,116
2025-10-27,Ahmadi,Fahaheel,Bakery,0,106
2025-11-03,Ahmadi,Fahaheel,Bakery,0,129
2025-11-10,Ahmadi,Fahaheel,Bakery,0,104
2025-11-17,Ahmadi,Fahaheel,Bakery,0,130
2025-11-24,Ahmadi,Fahaheel,Bakery,0,127
2025-12-01,Ahmadi,Fahaheel,Bakery,0,119
2025-12-08,Ahmadi,Fahaheel,Bakery,0,141
2025-12-15,Ahmadi,Fahaheel,Bakery,1,156
2025-12-22,Ahmadi,Fahaheel,Bakery,0,126
2024-01-01,Ahmadi,Fahaheel,Beverages,0,196
2024-01-08,Ahmadi,Fahaheel,Beverages,0,229
2024-01-15,Ahmadi,Fahaheel,Beverages,1,282
2024-01-22,Ahmadi,Fahaheel,Beverages,0,195
2024-01-29,Ahmadi,Fahaheel,Beverages,0,243
2024-02-05,Ahmadi,Fahaheel,Beverages,0,264
2024-02-12,Ahmadi,Fahaheel,Beverages,0,227
2024-02-19,Ahmadi,Fahaheel,Beverages,0,227
2024-02-26,Ahmadi,Fahaheel,Beverages,0,209
2024-03-04,Ahmadi,Fahaheel,Beverages,0,211
2024-03-11,Ahmadi,Fahaheel,Beverages,0,299
2024-03-18,Ahmadi,Fahaheel,Beverages,0,314
2024-03-25,Ahmadi,Fahaheel,Beverages,0,298
2024-04-01,Ahmadi,Fahaheel,Beverages,0,337
2024-04-08,Ahmadi,Fahaheel,Beverages,1,291
2024-04-15,Ahmadi,Fahaheel,Beverages,0,230
2024-04-22,Ahmadi,Fahaheel,Beverages,0,246
2024-04-29,Ahmadi,Fahaheel,Beverages,1,278
2024-05-06,Ahmadi,Fahaheel,Beverages,0,219
2024-05-13,Ahmadi,Fahaheel,Beverages,0,233
2024-05-20,Ahmadi,Fahaheel,Beverages,0,277
2024-05-27,Ahmadi,Fahaheel,Beverages,0,241
2024-06-03,Ahmadi,Fahaheel,Beverages,0,182
2024-06-10,Ahmadi,Fahaheel,Beverages,0,228
2024-06-17,Ahmadi,Fahaheel,Beverages,0,220
2024-06-24,Ahmadi,Fahaheel,Beverages,0,201
2024-07-01,Ahmadi,Fahaheel,Beverages,0,153
2024-07-08,Ahmadi,Fahaheel,Beverages,0,181
2024-07-15,Ahmadi,Fahaheel,Beverages,0,197
2024-07-22,Ahmadi,Fahaheel,Beverages,0,217
2024-07-29,Ahmadi,Fahaheel,Beverages,0,198
2024-08-05,Ahmadi,Fahaheel,Beverages,0,173
2024-08-12,Ahmadi,Fahaheel,Beverages,1,220
2024-08-19,Ahmadi,Fahaheel,Beverages,0,179
2024-08-26,Ahmadi,Fahaheel,Beverages,0,175
2024-09-02,Ahmadi,Fahaheel,Beverages,0,186
2024-09-09,Ahmadi,Fahaheel,Beverages,0,124
2024-09-16,Ahmadi,Fahaheel,Beverages,0,162
2024-09-23,Ahmadi,Fahaheel,Beverages,1,206
2024-09-30,Ahmadi,Fahaheel,Beverages,0,153
2024-10-07,Ahmadi,Fahaheel,Beverages,0,157
2024-10-14,Ahmadi,Fahaheel,Beverages,0,154
2024-10-21,Ahmadi,Fahaheel,Beverages,0,154
2024-10-28,Ahmadi,Fahaheel,Beverages,0,144
2024-11-04,Ahmadi,Fahaheel,Beverages,0,162
2024-11-11,Ahmadi,Fahaheel,Beverages,0,182
2024-11-18,Ahmadi,Fahaheel,Beverages,0,198
2024-11-25,Ahmadi,Fahaheel,Beverages,0,183
2024-12-02,Ahmadi,Fahaheel,Beverages,0,219
2024-12-09,Ahmadi,Fahaheel,Beverages,0,221
2024-12-16,Ahmadi,Fahaheel,Beverages,0,165
2024-12-23,Ahmadi,Fahaheel,Beverages,0,210
2024-12-30,Ahmadi,Fahaheel,Beverages,0,215
2025-01-06,Ahmadi,Fahaheel,Beverages,0,231
2025-01-13,Ahmadi,Fahaheel,Beverages,0,248
2025-01-20,Ahmadi,Fahaheel,Beverages,0,222
2025-01-27,Ahmadi,Fahaheel,Beverages,0,257
2025-02-03,Ahmadi,Fahaheel,Beverages,0,202
2025-02-10,Ahmadi,Fahaheel,Beverages,0,260
2025-02-17,Ahmadi,Fahaheel,Beverages,0,224
2025-02-24,Ahmadi,Fahaheel,Beverages,0,228
2025-03-03,Ahmadi,Fahaheel,Beverages,0,279
2025-03-10,Ahmadi,Fahaheel,Beverages,1,463
2025-03-17,Ahmadi,Fahaheel,Beverages,0,404
2025-03-24,Ahmadi,Fahaheel,Beverages,1,496
2025-03-31,Ahmadi,Fahaheel,Beverages,0,395
2025-04-07,Ahmadi,Fahaheel,Beverages,0,257
2025-04-14,Ahmadi,Fahaheel,Beverages,1,294
2025-04-21,Ahmadi,Fahaheel,Beverages,0,295
2025-04-28,Ahmadi,Fahaheel,Beverages,0,293
2025-05-05,Ahmadi,Fahaheel,Beverages,0,263
2025-05-12,Ahmadi,Fahaheel,Beverages,0,255
2025-05-19,Ahmadi,Fahaheel,Beverages,0,237
2025-05-26,Ahmadi,Fahaheel,Beverages,0,228
2025-06-02,Ahmadi,Fahaheel,Beverages,0,224
2025-06-09,Ahmadi,Fahaheel,Beverages,0,211
2025-06-16,Ahmadi,Fahaheel,Beverages,1,301
2025-06-23,Ahmadi,Fahaheel,Beverages,0,254
2025-06-30,Ahmadi,Fahaheel,Beverages,1,279
2025-07-07,Ahmadi,Fahaheel,Beverages,0,227
2025-07-14,Ahmadi,Fahaheel,Beverages,0,222
2025-07-21,Ahmadi,Fahaheel,Beverages,0,194
2025-07-28,Ahmadi,Fahaheel,Beverages,0,215
2025-08-04,Ahmadi,Fahaheel,Beverages,1,255
2025-08-11,Ahmadi,Fahaheel,Beverages,0,219
2025-08-18,Ahmadi,Fahaheel,Beverages,0,212
2025-08-25,Ahmadi,Fahaheel,Beverages,0,182
2025-09-01,Ahmadi,Fahaheel,Beverages,0,179
2025-09-08,Ahmadi,Fahaheel,Beverages,0,209
2025-09-15,Ahmadi,Fahaheel,Beverages,0,165
2025-09-22,Ahmadi,Fahaheel,Beverages,0,209
2025-09-29,Ahmadi,Fahaheel,Beverages,0,200
2025-10-06,Ahmadi,Fahaheel,Beverages,1,224
2025-10-13,Ahmadi,Fahaheel,Beverages,0,180
2025-10-20,Ahmadi,Fahaheel,Beverages,0,198
2025-10-27,Ahmadi,Fahaheel,Beverages,0,167
2025-11-03,Ahmadi,Fahaheel,Beverages,0,173
2025-11-10,Ahmadi,Fahaheel,Beverages,0,209
2025-11-17,Ahmadi,Fahaheel,Beverages,0,204
2025-11-24,Ahmadi,Fahaheel,Beverages,0,211
2025-12-01,Ahmadi,Fahaheel,Beverages,0,259
2025-12-08,Ahmadi,Fahaheel,Beverages,0,220
2025-12-15,Ahmadi,Fahaheel,Beverages,0,213
2025-12-22,Ahmadi,Fahaheel,Beverages,0,249
2024-01-01,Ahmadi,Fahaheel,Snacks,1,122
2024-01-08,Ahmadi,Fahaheel,Snacks,0,88
2024-01-15,Ahmadi,Fahaheel,Snacks,0,86
2024-01-22,Ahmadi,Fahaheel,Snacks,0,101
2024-01-29,Ahmadi,Fahaheel,Snacks,0,96
2024-02-05,Ahmadi,Fahaheel,Snacks,0,94
2024-02-12,Ahmadi,Fahaheel,Snacks,0,98
2024-02-19,Ahmadi,Fahaheel,Snacks,0,119
2024-02-26,Ahmadi,Fahaheel,Snacks,1,137
2024-03-04,Ahmadi,Fahaheel,Snacks,0,111
2024-03-11,Ahmadi,Fahaheel,Snacks,0,139
2024-03-18,Ahmadi,Fahaheel,Snacks,0,142
2024-03-25,Ahmadi,Fahaheel,Snacks,0,136
2024-04-01,Ahmadi,Fahaheel,Snacks,0,164
2024-04-08,Ahmadi,Fahaheel,Snacks,0,106
2024-04-15,Ahmadi,Fahaheel,Snacks,0,91
2024-04-22,Ahmadi,Fahaheel,Snacks,0,134
2024-04-29,Ahmadi,Fahaheel,Snacks,0,111
2024-05-06,Ahmadi,Fahaheel,Snacks,0,102
2024-05-13,Ahmadi,Fahaheel,Snacks,1,154
2024-05-20,Ahmadi,Fahaheel,Snacks,1,144
2024-05-27,Ahmadi,Fahaheel,Snacks,0,108
2024-06-03,Ahmadi,Fahaheel,Snacks,0,117
2024-06-10,Ahmadi,Fahaheel,Snacks,0,99
2024-06-17,Ahmadi,Fahaheel,Snacks,0,106
2024-06-24,Ahmadi,Fahaheel,Snacks,0,89
2024-07-01,Ahmadi,Fahaheel,Snacks,0,85
2024-07-08,Ahmadi,Fahaheel,Snacks,0,84
2024-07-15,Ahmadi,Fahaheel,Snacks,1,119
2024-07-22,Ahmadi,Fahaheel,Snacks,0,88
2024-07-29,Ahmadi,Fahaheel,Snacks,0,82
2024-08-05,Ahmadi,Fahaheel,Snacks,0,86
2024-08-12,Ahmadi,Fahaheel,Snacks,0,90
2024-08-19,Ahmadi,Fahaheel,Snacks,1,91
2024-08-26,Ahmadi,Fahaheel,Snacks,0,83
2024-09-02,Ahmadi,Fahaheel,Snacks,0,84
2024-09-09,Ahmadi,Fahaheel,Snacks,0,79
2024-09-16,Ahmadi,Fahaheel,Snacks,0,80
2024-09-23,Ahmadi,Fahaheel,Snacks,0,74
2024-09-30,Ahmadi,Fahaheel,Snacks,0,68
2024-10-07,Ahmadi,Fahaheel,Snacks,0,83
2024-10-14,Ahmadi,Fahaheel,Snacks,0,71
2024-10-21,Ahmadi,Fahaheel,Snacks,0,81
2024-10-28,Ahmadi,Fahaheel,Snacks,0,89
2024-11-04,Ahmadi,Fahaheel,Snacks,0,88
2024-11-11,Ahmadi,Fahaheel,Snacks,0,83
2024-11-18,Ahmadi,Fahaheel,Snacks,0,86
2024-11-25,Ahmadi,Fahaheel,Snacks,1,123
2024-12-02,Ahmadi,Fahaheel,Snacks,0,99
2024-12-09,Ahmadi,Fahaheel,Snacks,0,83
2024-12-16,Ahmadi,Fahaheel,Snacks,1,106
2024-12-23,Ahmadi,Fahaheel,Snacks,0,100
2024-12-30,Ahmadi,Fahaheel,Snacks,0,105
2025-01-06,Ahmadi,Fahaheel,Snacks,0,103
2025-01-13,Ahmadi,Fahaheel,Snacks,0,106
2025-01-20,Ahmadi,Fahaheel,Snacks,1,135
2025-01-27,Ahmadi,Fahaheel,Snacks,1,147
2025-02-03,Ahmadi,Fahaheel,Snacks,0,97
2025-02-10,Ahmadi,Fahaheel,Snacks,0,121
2025-02-17,Ahmadi,Fahaheel,Snacks,1,166
2025-02-24,Ahmadi,Fahaheel,Snacks,1,163
2025-03-03,Ahmadi,Fahaheel,Snacks,0,110
2025-03-10,Ahmadi,Fahaheel,Snacks,0,171
2025-03-17,Ahmadi,Fahaheel,Snacks,0,183
2025-03-24,Ahmadi,Fahaheel,Snacks,0,178
2025-03-31,Ahmadi,Fahaheel,Snacks,1,240
2025-04-07,Ahmadi,Fahaheel,Snacks,0,128
2025-04-14,Ahmadi,Fahaheel,Snacks,0,113
2025-04-21,Ahmadi,Fahaheel,Snacks,0,129
2025-04-28,Ahmadi,Fahaheel,Snacks,0,149
2025-05-05,Ahmadi,Fahaheel,Snacks,0,118
2025-05-12,Ahmadi,Fahaheel,Snacks,0,112
2025-05-19,Ahmadi,Fahaheel,Snacks,0,122
2025-05-26,Ahmadi,Fahaheel,Snacks,1,154
2025-06-02,Ahmadi,Fahaheel,Snacks,1,162
2025-06-09,Ahmadi,Fahaheel,Snacks,0,119
2025-06-16,Ahmadi,Fahaheel,Snacks,0,120
2025-06-23,Ahmadi,Fahaheel,Snacks,0,103
2025-06-30,Ahmadi,Fahaheel,Snacks,1,148
2025-07-07,Ahmadi,Fahaheel,Snacks,0,109
